fq	label
按日贷有没有积分	407
我想问问怎么办信用卡	230
能帮我查一下账戶是否在冻结	62
储蓄卡丢了但记不得账号可以挂失吗	460
我微信提现到现在还没有到账是怎么回事	450
你好我昨天在取款机上转了一千块钱为什么到了今天还不到账	159
大额存单的简介	116
ATM转账到账时间要多久	159
我想咨询公司开一般户需要提供什么资料	364
信用卡积分商城能做分期么	129
刚刚我的卡里突然转出去175275元是什么情况不是我操作的	60
借记卡怎么把短信提示关闭	151
要怎么才能申请农村信用社的信用卡呀	230
贷款还利息	461
下载安装客户端版个人手机银行程序对客户手机系统版本有什么要求	497
这个贷款是要全部还清才可以再借吗	228
你好在本行内atm机上转账多久能到	159
为什么会收到贷款短信	39
乖宝宝	169
个贷中心申请贷款的条件是什么	228
我的贷记卡本期应还我自己还了最低应还为什么还是自动扣了银行卡的钱	191
银行卡被锁住了	6
通过个人手机银行如何进行行内转账	481
申请的信用卡什么时候能到	19
请问怎么在这个软件上还贷款的利息	461
借记卡短信提醒起发金额可以修改吗	325
你们这里贷款的利息高不高	228
借记卡如何退订短信提醒	151
银行收款信息提醒微信怎么开通	439
如何支取定期子账号中的定期存款	379
按日贷是什么东西	70
你好我的信用卡在还款的时候卡里没有足够的钱所以只扣了一部分请问剩下的我要怎么还呢	486
如何理解云闪付APP	188
想知道储蓄卡状态	62
什么地方可以查农信银号码	22
您好微信动户提醒可以绑定几个农信账户	439
微信银行在线注册的账号了可以用于手机银行吗	487
我想开通储蓄卡的电话信息提醒怎么开通	108
怎么进行贷记卡积分换礼	456
个人手机银行行内转账如何操作	481
注册个人网银大众版为什么提示客户信息有误请至柜台核对客户信息再注册同一户名下才能关联	141
ApplePay哈	1
信用卡要怎么注销	194
在哪里可用关闭个人网上银行支付限额	455
信用卡办理有什么条件	230
购买掌柜钱包会赔钱吗	189
贷记卡跨境取款手续费	33
我想在手机上申请信用卡	230
那你是男还是女啊	198
开通电话银行要不要收费	355
首次登录个人网银登录密码是什么	27
借记卡怎么样开通短信服务	108
设备别名指的是什么	476
领取个人手机银行资金安全险怎样操作	46
灵活分期查询渠道	261
前几天才贷了款今天怎么贷不了	228
我申请的信用卡早就成功了就是好长时间了卡下来没下来不知道	19
解除外汇短信提醒服务	177
交易时提示作弊卡如何处理	447
怎么才能找到移动云证书	79
惠农卡贷款是每个月的是几号放	140
掌柜钱包如何转入	477
户主死亡后如何支取存款	335
手机银行上可以设置一个个性化名称吗	491
我的还款日为19日由于出差于22日才操作还了算逾期吗	34
Ⅲ类虚拟账户如何升级为Ⅱ类虚拟账户的渠道	287
人民币破碎后能不能兑换	301
惠农卡贷款申请进度	228
公喜贷的特点	352
办理企业网上银行的注意事项有哪些	44
个人网上银行活期转定期操作步骤	236
可以办理校园贷记卡吗	276
怎么才能伸请信用卡	230
电子银行承兑汇票质押业务有什么条件	385
为什么我的按日贷没有额度	211
银行卡挂失但记不得卡号怎么办	460
移动云证申请	79
你好储蓄卡可以在线开通短信提醒业务吗	108
苹果手机如何下载手机银行	221
企业网上银行登录密码锁定了怎么办	17
理财产品封闭期的定义	259
使用大众版个人网上银行有哪些注意事项	155
我的信用卡可以向我的借记卡转账吗	229
借记卡号忘记怎么办	63
个人网上银行证书版提示业务开始状态不能发起交易如何处理	84
手机银行跨行转账是不是免费的	76
电子银行承兑汇票有金额限制吗	374
贷记卡可以在这里办吗	230
原银行卡号换了转账不了显示卡号有有误怎么办	433
个人手机银行移动支付的最高支付金额是多少	104
卡里的钱这几天为什么自动不见呢	60
信用卡积分怎么用	456
我的信用卡有效期是几年	167
按日贷需要些什么条件才可以贷	183
修改贷记卡邮箱地址	298
手机银行的云证书可以吊销吗	314
个人手机银行怎么收手续费	76
办理信用卡多长时间寄到	19
第一次办理信用卡需要哪些资料	230
怎样换手势密码	404
个人网银登录密码与交易密码有什么不同	72
什么样的钱算残损人民币	301
昨天晚上充值到微信的钱银行卡现在都没到账	450
手机银行账单分期提前还款步骤	354
信用卡去哪里办理	230
信用卡解约以后怎样重新绑定	119
办贷记卡现金分期需要注意些什么	321
个人手机银行移动支付的适用范围有哪些	483
ATM存款手续费怎么收取	181
手机银行账户别名如何设置	491
信用卡在那里可办	230
怎么申请现金分期提前还款	12
怎么申请提前还信用卡现金分期	12
通过电话银行怎么办理借记卡自助设备转账撤销	162
如何退订借记卡动户提醒服务	151
不想要借记卡短信通知怎么做	151
通过自助设备进行的转账可不可以撤销	162
请问我的信用卡什么时候能办下来	19
贷记卡续卡多久会寄到	163
手机银行怎么交交通罚款呢	222
请问我办的信用卡什么时候能拿到	19
信用卡灵活分期提前还款怎么办	168
我怎样通过手机银行行内转账	481
首次登录个人网银登录密码是多少	27
什么是贷记卡电子现金圈存	215
如何使用个人网银调整临时贷记卡额度	289
哪些情况可以领取个人手机银行资金安全险	29
按日贷最高可以货多少	211
请我怎么把这些钱转账到微信红包里	482
你们信用社的取款机把我的交行的卡吞了	126
手机贷款没还可以代款吗	228
如何才能让借记卡存钱取钱都发短信	108
POS机收单业务手续费多少	369
贷记卡是什么意思	161
我的储蓄卡没有短信通知怎么办	108
如何注销借记卡	81
外汇账户怎么汇款	176
首次登录企业网上银行有初始PIN码吗	97
首次登录个人网上银行证书版登录密码怎么输入	27
你好微银行登录密码忘记了怎么办	344
什么机型支持ApplePay	132
如何查应还贷款利息	461
贷记卡查询卡号方法	209
个人网银能申请账单分期提前还款吗	354
借记卡销卡	81
商户二维码注册怎么办	458
印鉴挂失到任意网点办理吗	396
怎样办理个人住房贷款	228
信用卡办理什么时候到	19
查个人征信要不要钱	86
贷记卡怎么还款	109
储蓄卡上有定期能挂失吗	234
在这上面贷款要什么证件需要多久还要去到银行办理吗	228
初次使用个人网上银行证书版怎样设置登录密码	27
信用卡无法快速还款	109
办理信用卡需要的步骤	230
借记卡安全锁在哪里关闭	279
储蓄卡缴水费渠道	54
提前还了按日贷本金但产生的手续费怎么还	122
信用卡按日贷没有收到款	417
贷记卡逾期后违约金和利息的计收规则	87
手机银行怎么查贷记卡未出账单	96
电子银行承兑汇票付款期限	373
怎么把三类虚拟账户升级为二类虚拟账户	287
企业可以开立哪些账户	362
办理现金分期会有积分吗	407
可以办理信用卡吗	230
你怎么这么聪明呢	474
手机银行怎么查信用卡开户行	5
企业网银代发工资多操作了一次怎么撤回	330
为什么我的银行卡在微信上的日限额只有两万元	51
现在可以办理账单分期吗	190
拨打96500可不可以进行定期转活期	102
在国外取现金有额度限制吗	93
ATM转账到账时间是多久	159
如何修改信用卡交易密码	206
现金分期未按期归还欠款如何计收利息	21
微信银行账号可以在手机银行上用吗	487
商户收单微信提醒如何关闭	302
对公账户能开通手机银行吗	326
我想查询我现在这张贷记卡卡号	209
惠商卡放贷	140
POS机如何收费	369
社保卡什么时候能办下来	170
贷记卡只能刷卡不能取现金吗	32
怎么申请信用卡灵活分期提前还款	168
请问一下这个申请信用卡按日贷里面出现一个自动还款户失败怎么修改那个还款户	85
农村信用社的信用卡会提永久额度不	288
储蓄卡刷卡额度不足	440
信用卡还款	109
借记卡短信通知怎么开	108
办理活期存折和定期存折的定活互转	379
如何定义不动户	245
信用卡短信取消	200
个人网上银行怎样重置手机银行登录密码	171
在自助设备上可以转多少钱	219
忘记登录微信银行密码怎么办	344
企业网上银行代发工资报错总金额与总笔数不符是由什么引起的	118
我在ATM机上转账给建行为什么一直不到账	159
如何调整企业网上银行业务功能	90
微信银行可以转账吗	225
自助设备转账需要多久到账	159
您好麻烦问一下我的银行卡没有磁性了我应该在哪里补办卡呢	494
借记卡状态怎么查	62
贷记卡有免密功能吗	473
其他银行转信用社户名错如何处理	134
怎么设置贷款放款密码	111
打96500可以撤销自助设备转账吗	162
信用卡的宽限期有多久	34
我的卡上有钱为什么按日贷还款日没有全额还款	55
如何办理个人外汇电子账户销户	115
办理现金分期渠道	107
怎么查借记卡卡号	63
手机贷款跟行里贷款一样吗	228
手机银行转账提示交易已受理请等待银行审核由什么引起的	416
我的贷记卡都正常使用的为什么申请不了按日贷	10
信用卡续卡什么时候能收到	163
请问申请本社信用卡需要什么条件	230
已挂失的储蓄卡还能不能绑定支付宝	488
怎么通过个人手机银行缴党费	238
手机银行能申请账单分期提前还款吗	354
惠农卡放款怎么操作	140
政府贴息贷款该怎么报	228
贷款几年签一次合同	228
贷记卡提示逾期停用卡片	437
我有一张贷记卡在手机上有办法还款吗	109
什么时候可以自助贷款	228
信用卡申请要多少时间才可以发卡	19
我想货款怎么呀	228
为什么我的账单分期可分期金额为0	257
旧卡到期了能修改地址吗	232
贷记卡零时额度怎么弄	289
为何在申请注册个人网上银行大众版时系统提示客户信息有误请至柜台核对客户信息再注册同一户名下才能关联	141
Ⅱ类账户怎么使用	213
积分商城上已经发货的还可以修改寄送地址吗	408
你好可以帮我查询我现在使用的这张信用卡余额吗	4
借记卡取款密码可输入几次错误	6
云什么证哪里搞	79
手机银行本行转账办理步骤	481
贷款多久出结果	228
个人手机银行如何收费	76
你好昨天已经还了最低还款怎么还在提醒	31
电子现金可以圈提吗	7
如何办理贷记卡现金分期	107
贷款利息在哪里还	461
提升贷记卡临时额度的业务规则	291
通过电话银行申请灵活分期提前还款的流程	168
怎么还已经销户的信用卡剩下的现金分期	499
怎样申办信用卡	230
信用卡过了还款日算不算逾期	34
个人小额贷款的条件	228
信用卡核发速度快点	19
能不能查存折的余额	146
查询银行卡状态是否正常	62
小额贷款申请条件	228
如何查询关联身份证名下的贷记卡信息	443
我这张贷记卡有效期限是几年	167
理财产品封闭期是指哪个阶段	259
金碧卡借记卡怎样才能办理短信通知	108
能告诉我惠农贷款咨询号码吗	228
怎样解锁个人手机银行登录密码	171
我想问下按日贷的手续费是不是每期账单都要还	122
手机银行注册账户名称	479
帮我把电话银行关闭	438
普洱工会卡有什么用	366
哪里能看信用卡开户行	5
还款后惠民卡是否可以继续放款	14
通过手机银行办理账单分期提前还款	354
提升贷记卡永久额度的渠道	288
要怎么办理企业网上银行的销户	150
扣钱怎么没有提醒短信	135
如何修改贷记卡交易密码	206
查看手机银行转账电子回单	432
在哪里可用关闭手机银行支付限额	455
按日贷有什么意义	70
有抵押贷吗	228
在哪里可用修改个人网上银行支付限额	455
个人网上银行指什么	186
为什么我没有开通云南农信却总是有云南农信的消息发来而且还说我贷款了	39
怎么申请贷计卡	230
那个惠民贷款怎么还	461
怎么改贷记卡免密额度	139
能不能介绍一下贷记卡安全锁这个业务	293
掌柜钱包存在损失风险吗	189
登陆密码错误是要咋个整	171
按日贷是到期还本嘛	122
手机银行转账回单在哪看	432
手机银行绑定号码怎么更改	147
提款机本行转账几个小时到	159
怎样改变储蓄银行卡的预留号码	124
怎么通过手机银行申请贷记卡灵活分期提前还款	168
今天可以办理对公业务吗	329
我需要先还按日贷怎么还	420
贷记卡查询密码忘记了怎么办	105
办理惠农贷记卡有没有年龄限制	299
贷记卡有效期是多久	130
如何开启手机银行手势登录密码	403
我想办理代款	228
怎样才能把企业网上银行的登录密码解除锁定	17
106550896500是不是云南农信的号码	444
信用卡丢失	15
贷记卡会自动续卡吗	163
我要办理贷记卡换卡	212
信用卡还款后额度未恢复的原因	40
积分商城购物分期能分几期	129
信用卡已经还款了为什么还会收到还款短信	31
使用个人手机银行购买理财产品为什么会提示该账号未签约	41
个人手机银行如何下载	221
怎么转账还信用卡	109
请问下在手机上可以贷款吗	228
贷款的流程怎么贷	228
怎麼申請信用卡	230
我准备注册网银可是账户名称该怎么填	479
理财产品没到期可以取出来吗	121
惠商卡有什么特殊功能	25
麻烦你帮我查一下贷记卡的卡号	209
我想用我的农村房产证抵押借钱	228
我要使用个人网上银行证书版把活期存款转为定期存款怎么操作	236
我想通过手机银行办理账单分期提前还款	354
如何查询储蓄卡状态	62
昨天微信上提现的钱怎么没有到账	450
怎样通过微信银行申请贷款	228
手机银行怎样申请灵活分期提前还款	168
怎么还按日贷	122
我的信用卡怎么逾期了	98
可以把每笔交易借记卡发送短信关闭吗	151
个人二手房贷款申请	228
我想打一下我储蓄卡的消费明细去ATM机可以吗	61
信用卡现金分期申请成功后手续费怎么收	321
我的借记卡余额是多少	146
如何把银行卡定期存款改为活期存款	102
如何查询借记卡状态	62
请问一下如何才能让储蓄卡存钱取钱都发短信	108
农信公众号上面可以转钱么	225
开通移动支付小额免密支付	149
网银上怎么查未出账单	96
如何申请商户扫码收款	458
注册大众版个人网上银行有需要注意的问题吗	155
什么是贷款放款密码	111
个人手机银行行内转账已成功对方什么时候会收到	100
手机银行转账什么情况造成交易已受理请等待银行审核	416
银行卡资金被盗怎样赔偿	60
手机银行在哪里登录	498
我的信用卡从申请到拿卡要多久	19
账户名称是什么意思	479
POS机刷储蓄卡显示可用额度不足	440
如何取消外汇短信提醒	177
怎么去办理金碧军人优抚卡	265
理财平台可以签约几张储蓄卡	185
贷记卡申请销户后几天可办理结清	194
我要怎么设置个人手机银行账户别名	491
ATM跨行转账多久到账	159
如何申请我社POS终端机	368
借记卡短信提醒可以修改为10元以上短信通知吗	325
怎么申请自助设备转账撤销	162
提升贷记卡临时额度的渠道	289
我需要点小额贷款有什么要求呢	228
怎么通过手机银行扫码转账收款	469
修改存折取款密码有哪几种方式	324
现在贷款的利息是直接从贷款金额中扣除吗	461
怎么开通微信动户提醒	439
我刚刚微信提现我看余额怎么还没到	450
如何进行信用卡还款	109
手机银行APP转账有手续费吗	76
之前个人网上银行证书版用来接收验证码的手机号码换了怎么办	147
Ⅱ类账户交易限额	283
电话银行可不可以进行灵活分期提前还款申请	168
信用卡类型	415
差看按日贷账单	128
想知道储蓄卡有没有被注销	62
如何查贷款申请进度	228
问一下我在淘宝上买东西退货的钱怎么还没到账	450
信用卡补卡后怎么激活	156
怎样解绑个人手机银行设备绑定	204
怎样把账号余额转到掌柜钱包的剩余额度里	477
如何生成商户收单码	458
我昨天在ATM转账怎么今天还没到账呢	159
信用卡办理要多久	19
我的体检积分在你们农信社的APP上如何使用	413
怎么查按日贷的信息	128
自助银行借记卡转账单次限额	219
预留手机号码不符要怎么解决	124
借记卡和贷记卡在微信平台的限额	51
是否每个人都能申请信用卡	230
定期转活期的方法有哪些	102
如何开通虚拟账户	231
贷款利息怎么还款	461
取款机一天之内最多可以取款多少钱	462
想贷点款可是不知从哪里着手	461
普通贷款可以在这里还吗	461
贷记卡怎么办理现金分期	107
手机银行定活互转操作步骤	138
个人网上银行如何重置手机银行登录密码	171
去哪里可以办理借记卡换卡	387
申请虚拟账号	231
我办了一张信用卡还没激活会不会收年费	317
如何在线贷款	228
我自己注册一个手机银行可不可以给别人转钱	327
电话银行是免费的吗	355
个人网银PIN码锁定后如何处理	262
短信平台转账有限额吗	8
云南农信代销的银条可以回购吗	65
哪里改信用卡小额免密额度	139
银行卡国外取款手续费标准	33
我的贷款怎么在手机上还利息	461
可以在这个公众号上开通短信服务吗	439
我的银行卡被吞了	80
我办理了信用卡怎么没反应	19
我申请的货款怎么没有人联系我	228
ATM取款显示余额不足的原因	175
贷记卡补卡后怎样激活	156
支付宝付款失败怎么办	451
什么是非拒付追索	380
信用透支卡短信提醒怎么关闭	200
我想问一下我办的信用卡可以了不	19
想办张信用卡可以吗	230
我在手机App上云南农信怎么还不了代款	461
外汇账户怎么销户	203
贷记卡年费减免条件	11
我要办微信贷款	228
个人网银销户后E安要交回吗	242
如何申请贷款	228
体检积分使用渠道	413
亲我想咨询一下半信用卡的事	230
为什么不发短信提示	135
我申请了现金分期怎么没积分	407
怎么办理公喜贷	353
Ⅲ类账户的概念	281
可以在手机上改预留手机号吗	124
去哪里去可以办信用卡	230
指纹登录关闭	402
我是本月初贷款的利息需要本月还吗	461
信用卡申请的条件是什么	230
信用卡附卡需要销户	466
贷款需要到网点吗	228
手机有没有办法申请信用卡	230
更换借记卡预留电话号码	124
自助设备报错怎么办	175
办理按日贷钱未到账	417
柜面收缴假币是怎么收缴的	312
贷记卡如何办理贷记卡分期	107
人工客服几点上班	88
我的银行卡被你们的自助设备吞了	80
怎么修改手机银行的预留手机号码	147
如何进行交通罚款缴纳	222
取款时密码输入错误三次卡会锁了吗	6
去银行贷款怎么贷	228
怎么办理惠农卡	228
对公账户的短信通知可以在手机上开通吗	309
贷款预约	228
关闭外汇短信交易提醒	177
我想办理外汇汇款	176
银行卡跨境取款手续费怎样收取	33
什么是贷记卡现金分期	467
什么时候可以办理外汇业务	165
在惠农站点使用惠农pos机取款100元手续费收多少	424
你的性别是	198
贷记卡怎么解绑	166
没有符合条件的账号是什么情况	248
如何开立验资户	395
手机银行外汇汇款提未激活国际汇款	500
手机银行跨行转账要付费吗	76
现在办货款需要些什么手续	228
捡到银行卡怎么处理	180
要在什么地方下载个人手机银行	221
请问我想贷点款怎么办理	228
云闪付APP的用途	188
怎样使用个人手机银行缴话费	117
POS机怎么收费	369
所有农信借记卡短信都不能接收	135
如何申信用卡	230
怎样通过微信银行缴纳水费	54
信用卡申请对申请人有些啥要求	230
我的借记卡动户提醒是包月的欠费多久会被停用	268
怎样通过手机银行将定期转活期	102
我的短信提醒没收到	135
金碧贷记卡收到短信己核发多久才能收到	19
个人手机银行如何下	221
借记卡小额免密功能状态查询渠道	426
按日贷到期了怎么还款	122
不动户激活	246
按日贷上额度为零	211
还款后还收到还款短信	31
在什么地方领取个人手机银行资金安全险	46
这么厉害哒	172
怎样能办张信用社的信用卡	230
我的贷记卡积分兑换在哪里查找	456
怎样在自助设备上转账	468
信用社贷记卡怎么绑定	119
借记卡短信提醒在手机银行里面怎么修改下限	48
微信提现不到账怎么办	450
对公账户设置查询密码可以任意网点办理吗	388
借记卡换卡要到办卡的地方换还是任意网点就可以	387
如何办理退役军人专属银行卡	265
借记卡书面挂失怎么办理	57
通过储蓄卡转账还信用卡多久到账	229
农信装修贷需要什么材料	461
我现在怎么贷不款	228
手机注册时账户名称填什么	479
我想了解白金贷记卡年费标准	452
在取款机交通罚款已经交成功了但记录还在	322
你好聪明哦	474
已转账但是信息错误怎么办	433
信用卡和贷记卡有什么区别	161
借记卡短信服务状态	427
电子社保卡是什么东西	435
办理白金贷记卡可以享受什么优惠	386
注册个人网上银行大众版时提示客户信息有误请至柜台核对客户信息再注册同一户名下才能关联是什么原因	141
办理的信用卡多久下来	19
办理军人优抚卡需要些什么证件	265
我的手机丢失了怎么办	9
已经不参保需要销户社保卡吗	453
移动云证书吊销后还可以再次申请吗	314
签约第三方平台提示预留手机号码不一致	124
我想撤回借记卡在自助设备上的转帐	162
商户微信交易提醒开通	302
网上银行PIN码怎样输入	97
自助设备转账通过什么渠道可以撤销	162
支付宝提现没有到账怎么办	450
我想问一下我能贷款不	228
手机银行转账短信验证码号码怎么修改	147
我的信用卡还可以刷卡消费吗	4
怎么定义理财产品收益兑付日	13
手机银行怎样申请账单分期提前还款	354
转出去5元是什么钱我没转过	60
贷记卡开户网点	5
干得漂亮	172
怎么在电话银行申请灵活分期提前还款	168
灵活分期简介	305
能贷款吗	228
我的贷款申请受理情况如何	228
怎样用电话银行进行定活互转	236
办理外汇汇款的渠道	176
短信银行转账有上限吗	8
ATM机转账如何取消	162
怎么不用密码我都可以登录	403
贷借卡已提前一天还了款到期曰又重复扣款怎么办	191
自助设备转账到账时间是多久	159
有信用社贷款还可以申请信用卡吗	230
ATM机跨行转账后可以取消吗	162
手势登录设置	403
签约第三方平台提示预留手机号码不一样	124
信用卡申请需要多久下卡	19
什么是2类账户	213
开通移动支付小额免密支付流程	149
我想修改贷记卡积分商城上面的地址	408
公喜贷的换款方式是什么	351
跨行取款取款机没出钞票到余额已发生变动	470
信用卡未出账单怎么查	96
傻X	292
手机银行定期转活期怎么办	102
签约自助设备协议是否任意网点可以办理	208
已经开通了短信通知为什么没有收到短信	135
信用卡申请需要些什么条件	230
不动户余额的算不算利息	247
你好我想修改一下银行卡的预留的手机号码	124
你很厉害啊	172
手机银行转账短信验证码号码如何修改	147
我想请问一下信用卡还款怎么还	109
贷记卡有有效期吗	130
打电话查流水	71
云南农信股金分红	296
怎么处理背书转让显示失败	377
掌柜钱包怎么转入	477
个人手机银行的IP是什么	221
存折的密码要怎么改	324
我的农信软件只可以贷款不可以还款是怎么回事	461
我想把我的Ⅲ类虚拟账户升级一下	287
我想贷几万款可以吗	228
我的为什么放不了款	140
办理储蓄卡的流程	210
可以办理无息贷款吗	228
你还挺乖哦	169
如何通过网银缴水费	54
理财产品收益兑付日是什么意思	13
大额存单的期限是多久	116
无卡取款如何撤销	252
储蓄卡上的电子现金怎么用	7
提现多久到账	450
更改预留电话号码一定要到开户银行才可以更改吗	124
可以查贷记卡号吗	209
军人优待卡怎样办理	265
惠农贷记卡有什么优势	91
签约ATM协议是否任意网点可以办理	208
我想查一下我的按日贷	128
手势登录关闭	405
我的贷款利息银行卡里面有余额为什么扣款失败	461
如何进行存折交易密码修改	324
如何开通储蓄卡短信通知	108
改一下信用卡邮箱地址	298
手机银行如何查询按日贷	128
信用社贷款去哪里还	461
我账户挂失了还能绑定微信吗	488
如何提高手机银行审批限额	446
你好怎么帮活期转成定期	236
我想了解按日袋	70
创业贷款还未扣款	461
你咋这么有礼貌呢	172
个人手机银行本行同城手续费	76
云南农信有什么理财产品	218
微信银行登录密码如何重置	344
手机银行移动支付限额如何关闭	455
怎么定义移动代理商代缴费业务	274
请问按日带是什么意思	70
怎么看贷记卡有效期	167
没有存款到期可以取吗	43
你好我想问一下按日贷款是什么	70
sorry	292
你好敬业哦	172
ATM行内转账流程	468
怎么注销企业网上银行	150
信用社可以做车贷吗	228
卡忘在atm上怎么办	73
为什么贷款还不进去	461
哪些途径可以修改小额免密限额	18
信用卡附卡可以换积分吗	179
微信银行如何贷款	228
云证书怎么办理	79
使用个人手机银行行内转账时为什么提示收款方账号或户名不存在	133
你们这边去哪贷款	228
个人贷款需要什么材料	228
怎么查询账单分期还有几期	260
借记卡消磁了如何处理	494
为什么微信上的零钱提现不到卡上	482
我想查完借记卡完整卡号	63
在惠农站点使用惠农pos终端机现金汇款手续费收多少	424
帮我看一下我储蓄卡的小额免密功能状态是怎么样的	426
我想了解一下公喜贷	347
信用卡挂失怎么处理	15
信用卡现金分期是什么	467
我想问下这个贷款到还款的时候可以分两次还嘛	461
使用大众版个人网上银行应注意些什么	155
信用卡申请需要什么资料	230
信用卡小额免密限额修改	139
我想增加贷款额度可以在这里申请吗	228
我关注了微信公众号能收到交易提醒吗	439
你有女朋友吗	42
我想问下我在农村信用社办了一张信用卡大概多久能下卡	19
我要解除信用卡在微信银行的绑定	166
手机银行转账是什么原因造成交易已受理请等待银行审核	416
怎么承兑电子银行承兑汇票	374
怎样通过微信银行缴话费	117
个人可以去网点办理军人优抚卡吗	265
对农信社白金贷记卡有没有行内专属的优惠	319
违约金是按什么标准收的	87
我要了解一下信用卡利息是如何计收的	192
房屋抵押贷款有几种贷款方式	228
忘记个人网银PIN码	262
怎样登手机银行	498
领取个人手机银行资金安全险的方式	46
惠民易贷政策	228
企业网银批量转账多转可以撤回吗	330
我要开通借记卡短信服务	108
帮我看一下我有没有开通过贷记卡的小额免密功能	401
如何在网上银行里把定期改为活期	102
怎么消除贷款不良记录	342
微信银行如何缴水费	54
个人网银上怎么解绑信用卡	166
我的银行卡可能被盗	60
我想了解一下借记卡书面挂失	57
按日贷借款怎么查询还款日期	128
通过云南农信微信公众号无法查询开户行的情况	253
贫困户申请了创业资金贷款需要结婚证吗	228
什么叫现金分期	467
什么是云证书PIN码	241
贷记卡积分兑换成体检积分要怎么弄	414
未激活的贷记卡是否收取年费	317
借记卡卡号是16位吗	28
存款机存款手续费怎么收取	181
二月为啥扣了我100元	60
申请了信用卡怎么用	161
个人网上银行证书版登录密码和交易密码有什么区别	72
如何通过电话银行进行进行活期转定期	236
通过个人手机银行如何办理行内转账	481
微信公众号怎么绑定银行卡查询余额	146
信用卡不能再微信上还款	109
不是同一个地方能更改手机号不	124
办理信用社的POS机复杂吗	368
要怎么办现金分期还款	12
手机银行如何办理账单分期提前还款	354
自助取款机如何撤销转账	162
理财产品的开放期是什么意思	226
在哪里还贷款	461
未查询到您的参保信息	272
一天需转出50万如何操作	79
怎么申请贵行信用卡	230
你好请问信用卡未激活免费吗	317
金碧军人优抚卡怎么办	265
我想问农信贷款需要什么条件	228
手机银行转账后可以打印凭证吗	432
手机丢了如何保障储蓄卡安全	9
社保卡领取流程	170
我想咨询一下我有一张卡里莫名其妙的少钱了	60
消除贷款不良记录的方法	342
一次性贷款可以分期还吗	461
理财解约需要回到开户行吗	223
交完那个贷款申请要几个月才通知	228
如何解约借记卡短信提醒业务	151
按日贷利息怎么还	122
我的贷款发款密码不知道是多少	111
还了款怎么还收到还款短信	31
怎么理解理财产品的募集期	89
惠民卡办理条件	228
我将款项存入自扣还款账户为什么没有扣	55
储蓄卡短信通知怎么100元以下的才会发	325
能查询贷记卡号吗	209
为什么按日贷用不了	10
怎么在手机上用农信社转工行显示对方行拒绝字样	26
可以交交通违章罚款吗	222
登录名是对的为什么提示用户名或密码错误	235
怎么查询贷记卡积分兑换了的商品	307
申请了张信用卡不知道什么时候能到	19
在哪里可以找到手机银行转账的电子回单	432
我的借记卡卡号是多少	63
贷记卡挂失补卡要怎么还款	428
怎样查询农信银行号	22
我要转帐时请输入云证书PlN码是什么	241
申请的贷记卡为什么还没反应	19
我申请了一点贷款到现在都没有反应	228
公喜贷可以贷多久	350
通过电话银行可以查到农信银行号吗	22
购买实物贵金属产品的渠道	492
信用卡申请都需要什么	230
我的银行卡没磁了	494
我想拨打96500申请账单分期提前还款如何操作	354
我的信用卡是否有逾期未还记录	341
你好我想申请贷点款如何申请	228
现金支票如何使用	397
我的信用卡怎么还不到啊	19
客户在POS机刷卡下账了怎么没有回执单据	370
本行自助设备存款收取手续费吗	181
现在贷款在线还款还不了吗	461
安日贷申请条件	183
取款机取款为什么显示余额不足	175
按日贷是不是只能在按日贷里面还款	122
激活国际汇款功能怎么办理	500
信用卡能不能网上申请办理	230
请问在网上能申请贵行的信用卡吗	230
我能不能办信用卡	230
现金分期提前还款在电话银行怎么办理	12
现金分期怎么办	107
账单已经还清了为什么还提示我还款	31
我可以通过手机银行办理灵活分期提前还款吗	168
绑定微信后能做什么	64
不知道借记卡状态怎么办	62
大额存单多少起存	116
昨天晚上18点47分通过招商银行手机银行转账500元到农信社储蓄账户到现在还没有到账	38
我信用卡忘记还款了我现在还上会不会有影响啊	34
客服	205
怎样查询按日贷信息	128
怎样查询贷记卡卡号	209
我有贷款利息未扣成功	461
信用卡怎么还不了款	109
微信能办贷款吗	228
自助注册开通的个人手机银行每天最多可以转多少钱	328
你好帮我查询一下我的借记卡账号	63
短信上收到金碧贷记卡已发出的信息后几天可以拿到卡	19
惠民卡贷款提前还款后能不能继续借款	14
绑定过的风险	9
我的按日贷昨晚只扣了一部分我现在把剩余金额存到自扣还款账户为什么还没扣款	486
社保卡信息变更到哪里办理	421
微信银行将微信号与手机银行绑定后有什么作用	68
请问贵行有工薪贷吗	228
办理信用需要多长时间	19
银行卡可以在异地注销吗	81
贷记卡卡号怎么查询	209
信用卡提现的手续费是多少	32
我想看一下我的贷记卡什么时候到期	167
金碧财大卡有什么特殊功能	53
我的体检积分在微信上怎么用	413
贷记卡最多能够提永久额度到多少	290
需要通过手机银行跨行转账怎么操作	481
农村房贷需要什么条件	228
为什么在微信上一天只可以转1万	51
预约转账如何撤销	484
我这个贷款先还一半不还完也下次我能贷款吗	228
贷记卡灵活分期办理注意事项	295
支付宝转账提示失败	451
我的储蓄卡丢失了	57
借记卡安全锁的办理注意事项	280
贷记卡和信用卡一样么	161
查询按日贷	128
106596500是不是云南农信的号码	444
按日贷到期后已还款什么时候恢复额度	220
自助设备延迟到账延迟多久	159
企业网上银行登录密码忘记了可以找回吗	17
可以修改手机预留号码吗	124
我想在微信查询另外一张卡的余额	430
安贷宝购买后如何退保	475
